-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2023 in LST
Location: latitude  24.8607   longitude 67.0099 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,RH2M,WS2M,T2M,PS,PRECTOTCORR
2017,1,6,70.98,2.27,21.71,100.68,0.0
2017,1,7,22.75,2.51,19.03,100.62,0.0
2017,1,8,24.91,2.21,17.7,100.79,0.0
2017,1,9,32.67,2.68,17.13,101.06,0.0
2017,1,10,49.33,1.89,17.37,101.15,0.0
2017,1,11,38.87,1.59,18.9,101.04,0.0
2017,1,12,40.59,1.99,18.86,100.81,0.0
2017,1,13,64.03,3.04,20.2,100.7,14.61
2017,1,14,68.15,4.58,20.0,100.68,13.14
2017,1,15,73.88,3.49,18.14,101.01,8.41
2017,1,16,50.63,1.7,17.75,101.18,0.0
2017,1,17,48.84,1.59,18.69,101.17,0.0
2017,1,18,54.5,2.38,18.87,101.3,0.0
2017,1,19,47.88,5.4,17.58,101.54,0.0
2017,1,20,45.43,5.34,17.14,101.5,0.0
2017,1,21,40.92,2.57,18.95,101.37,0.0
2017,1,22,48.88,1.6,20.12,101.41,0.0
2017,1,23,46.93,2.31,20.39,101.24,0.0
2017,1,24,54.71,2.19,20.6,101.05,0.02
2017,1,25,61.22,2.87,19.13,101.14,2.7
2017,1,26,58.93,2.36,19.33,101.21,1.21
2017,1,27,45.55,1.64,19.16,101.27,0.0
2017,1,28,48.52,2.21,19.58,101.19,0.0
2017,1,29,55.83,2.07,19.3,101.14,0.0
2017,1,30,73.2,3.08,19.42,100.99,0.0
2017,1,31,54.27,2.54,21.57,100.9,0.0
2017,2,1,50.61,2.18,20.53,100.98,0.0
2017,2,2,53.32,1.69,21.35,101.0,0.0
2017,2,3,55.46,3.12,20.82,100.86,0.04
2017,2,4,54.67,6.72,18.17,100.71,0.22
2017,2,5,44.31,4.07,16.08,100.95,0.0
2017,2,6,35.71,3.12,17.29,101.1,0.0
2017,2,7,36.72,2.29,18.45,101.06,0.0
2017,2,8,49.7,2.28,19.59,101.01,0.0
2017,2,9,38.54,2.18,20.16,101.09,0.0
2017,2,10,34.73,2.34,19.65,100.96,0.0
2017,2,11,47.52,2.32,19.84,100.95,0.0
2017,2,12,39.94,2.01,21.14,101.18,0.0
2017,2,13,32.91,4.6,21.8,101.38,0.0
2017,2,14,31.72,3.56,22.87,101.4,0.0
2017,2,15,32.13,2.46,23.78,101.29,0.0
2017,2,16,35.57,2.04,24.47,101.12,0.0
2017,2,17,31.94,1.71,25.6,101.03,0.0
2017,2,18,41.13,2.08,25.49,101.1,0.0
2017,2,19,73.41,3.76,23.66,100.93,0.0
2017,2,20,44.02,3.79,21.93,100.53,0.0
2017,2,21,38.41,3.23,20.87,100.38,0.0
2017,2,22,44.45,2.89,20.87,100.63,0.0
2017,2,23,49.32,1.68,22.39,100.91,0.0
2017,2,24,48.58,2.31,23.46,101.1,0.0
2017,2,25,63.24,2.45,24.17,101.01,0.0
2017,2,26,60.37,2.05,24.47,100.66,0.0
2017,2,27,64.79,3.0,24.41,100.68,0.0
2017,2,28,63.76,2.31,23.53,100.87,0.0
2017,3,1,58.4,2.59,23.41,100.78,0.0
2017,3,2,49.61,2.11,23.19,100.69,0.0
2017,3,3,46.64,2.09,22.97,100.53,0.0
2017,3,4,58.0,2.6,22.82,100.43,0.0
2017,3,5,71.15,2.69,23.21,100.51,0.0
2017,3,6,75.03,2.72,23.07,100.38,0.0
2017,3,7,72.09,3.84,24.28,100.23,0.0
2017,3,8,74.45,3.22,24.07,100.27,0.0
2017,3,9,60.31,3.86,24.38,100.18,0.0
2017,3,10,32.03,5.35,23.36,100.27,0.14
2017,3,11,27.43,4.3,21.3,100.62,0.0
2017,3,12,29.45,2.86,22.23,100.77,0.0
2017,3,13,47.29,2.69,22.89,100.78,0.0
2017,3,14,71.68,2.38,22.84,100.73,0.0
2017,3,15,66.77,2.34,23.83,100.72,0.01
2017,3,16,69.7,2.67,24.04,100.68,0.01
2017,3,17,75.3,4.12,24.44,100.54,0.0
2017,3,18,76.45,5.14,24.86,100.39,0.01
2017,3,19,67.09,2.01,26.2,100.52,0.03
2017,3,20,59.9,1.99,25.97,100.65,0.0
2017,3,21,72.06,2.92,24.72,100.68,0.01
2017,3,22,80.09,4.1,24.59,100.62,0.0
2017,3,23,69.17,3.79,24.95,100.57,0.0
2017,3,24,69.73,3.23,25.34,100.59,0.0
2017,3,25,66.68,3.1,26.08,100.56,0.0
2017,3,26,74.35,3.39,26.46,100.67,0.0
2017,3,27,64.38,3.37,26.97,100.65,0.0
2017,3,28,77.81,3.68,25.97,100.57,0.0
2017,3,29,75.8,3.53,26.72,100.34,0.0
2017,3,30,74.27,4.14,26.85,100.34,0.0
2017,3,31,77.14,3.58,26.32,100.37,0.0
2017,4,1,73.91,3.0,27.14,100.25,0.0
2017,4,2,76.3,2.74,27.15,100.09,0.0
2017,4,3,75.72,2.88,27.74,100.0,0.0
2017,4,4,76.45,3.25,28.33,99.95,0.0
2017,4,5,66.31,6.01,27.91,99.82,0.0
2017,4,6,31.86,5.23,25.98,100.12,0.0
2017,4,7,33.06,3.34,24.73,100.45,0.0
2017,4,8,41.97,2.36,25.96,100.57,0.0
2017,4,9,40.09,2.07,26.87,100.62,0.0
2017,4,10,45.34,2.7,27.51,100.51,0.0
2017,4,11,61.56,2.87,27.46,100.43,0.0
2017,4,12,71.49,3.04,27.24,100.32,0.0
2017,4,13,66.93,2.91,28.39,100.18,0.0
2017,4,14,71.28,2.16,28.15,100.0,0.0
2017,4,15,76.57,3.21,27.48,99.96,0.0
2017,4,16,77.39,4.26,27.42,100.03,0.0
2017,4,17,77.34,5.24,27.36,100.16,0.0
2017,4,18,76.42,4.92,27.5,100.08,0.0
2017,4,19,78.36,4.63,27.61,99.8,0.0
2017,4,20,76.69,5.58,28.23,99.69,0.0
2017,4,21,79.36,4.39,27.63,99.75,0.0
2017,4,22,78.41,4.14,27.22,99.84,0.0
2017,4,23,69.47,2.76,28.41,99.97,0.0
2017,4,24,71.49,3.68,27.43,100.01,0.0
2017,4,25,74.71,4.4,27.06,100.17,0.0
2017,4,26,77.97,5.22,27.17,100.12,0.0
2017,4,27,76.97,4.6,27.68,100.17,0.0
2017,4,28,70.29,3.41,29.14,100.09,0.0
2017,4,29,58.48,3.81,30.25,100.06,0.0
2017,4,30,53.51,4.18,30.12,100.03,0.0
2017,5,1,59.52,2.98,30.04,100.07,0.0
2017,5,2,73.86,3.74,29.28,100.16,0.0
2017,5,3,71.79,3.66,29.75,100.24,0.0
2017,5,4,75.28,4.42,28.89,100.35,0.0
2017,5,5,72.38,4.39,29.25,100.22,0.0
2017,5,6,75.67,4.35,29.21,100.21,0.0
2017,5,7,74.25,4.44,29.7,100.19,0.0
2017,5,8,73.36,4.19,29.95,100.07,0.0
2017,5,9,75.64,4.02,29.74,99.84,0.0
2017,5,10,76.67,3.38,29.6,99.81,0.0
2017,5,11,74.18,4.13,29.84,100.05,0.14
2017,5,12,69.48,3.85,29.86,100.21,0.16
2017,5,13,70.46,3.94,29.85,100.12,0.06
2017,5,14,74.99,4.89,29.45,99.95,0.05
2017,5,15,73.24,5.48,30.04,99.75,0.05
2017,5,16,74.13,4.49,30.11,99.65,0.01
2017,5,17,71.41,4.94,30.19,99.67,0.0
2017,5,18,76.28,5.53,29.78,99.77,0.0
2017,5,19,79.44,6.54,29.4,99.86,0.0
2017,5,20,77.91,6.47,29.48,99.77,0.0
2017,5,21,78.05,6.36,29.69,99.65,0.09
2017,5,22,76.45,5.55,29.6,99.92,0.11
2017,5,23,75.21,5.44,29.76,100.04,0.06
2017,5,24,76.09,5.38,29.94,99.83,0.02
2017,5,25,78.29,4.97,30.02,99.61,0.01
2017,5,26,76.29,3.71,30.78,99.44,0.01
2017,5,27,75.07,3.42,31.36,99.26,0.0
2017,5,28,73.52,2.76,31.81,99.17,0.0
2017,5,29,69.77,2.82,32.41,99.02,0.0
2017,5,30,70.98,3.06,32.04,99.03,0.0
2017,5,31,73.97,3.62,31.74,98.98,0.08
2017,6,1,69.48,4.05,31.25,99.41,0.11
2017,6,2,69.39,2.99,30.23,99.71,0.04
2017,6,3,71.19,4.03,31.01,99.74,0.05
2017,6,4,74.21,4.7,31.14,99.66,0.23
2017,6,5,73.44,5.55,31.19,99.7,0.39
2017,6,6,72.76,5.39,31.07,99.75,0.39
2017,6,7,77.35,4.65,30.87,99.76,0.64
2017,6,8,73.22,4.22,31.03,99.76,0.57
2017,6,9,74.74,5.5,31.02,99.65,0.65
2017,6,10,74.33,5.27,30.93,99.57,0.15
2017,6,11,73.12,4.99,31.05,99.49,0.0
2017,6,12,71.37,5.58,31.06,99.46,0.0
2017,6,13,71.37,5.81,31.17,99.4,0.0
2017,6,14,71.26,5.25,31.1,99.66,0.0
2017,6,15,70.66,6.48,30.85,99.7,0.0
2017,6,16,72.98,7.59,30.62,99.48,0.0
2017,6,17,72.61,6.31,30.94,99.51,0.0
2017,6,18,72.63,5.99,30.91,99.53,0.0
2017,6,19,73.51,6.5,30.67,99.35,0.02
2017,6,20,73.14,6.48,30.93,99.25,0.02
2017,6,21,73.35,6.54,30.79,99.26,0.02
2017,6,22,72.5,5.94,30.96,99.39,0.02
2017,6,23,72.69,5.09,31.03,99.44,0.02
2017,6,24,72.27,4.2,31.05,99.22,0.01
2017,6,25,69.44,3.65,31.66,99.06,0.23
2017,6,26,71.55,3.27,31.32,99.26,0.67
2017,6,27,74.2,3.99,31.03,99.22,2.93
2017,6,28,68.9,2.44,31.22,99.19,8.68
2017,6,29,79.59,2.38,29.81,99.21,34.67
2017,6,30,79.27,4.27,30.17,99.14,3.54
2017,7,1,77.19,6.19,30.12,99.17,0.02
2017,7,2,74.54,5.56,30.53,99.15,0.01
2017,7,3,74.68,5.87,30.78,99.29,0.01
2017,7,4,75.83,7.53,29.94,99.32,0.01
2017,7,5,75.77,7.46,29.74,99.34,0.09
2017,7,6,76.02,5.9,29.95,99.36,0.19
2017,7,7,76.19,5.35,29.7,99.53,0.17
2017,7,8,75.55,5.0,29.59,99.65,0.12
2017,7,9,74.52,5.13,29.45,99.55,0.04
2017,7,10,77.26,6.13,29.44,99.58,1.06
2017,7,11,79.54,7.27,28.74,99.5,1.53
2017,7,12,79.15,6.53,28.77,99.46,0.49
2017,7,13,79.57,5.12,28.93,99.5,0.64
2017,7,14,81.05,4.8,28.77,99.56,2.76
2017,7,15,81.73,5.86,28.65,99.48,9.21
2017,7,16,80.2,5.32,28.82,99.38,2.14
2017,7,17,82.13,4.8,28.69,99.34,2.23
2017,7,18,82.33,3.09,28.89,99.28,4.77
2017,7,19,76.99,1.55,29.95,99.26,12.24
2017,7,20,77.26,2.15,29.64,99.17,3.96
2017,7,21,77.21,4.65,29.54,99.23,0.31
2017,7,22,80.56,5.17,29.28,99.3,0.06
2017,7,23,80.66,4.65,28.83,99.32,0.16
2017,7,24,77.57,4.57,28.88,99.26,0.12
2017,7,25,78.36,4.61,29.15,99.21,0.09
2017,7,26,82.33,4.13,28.61,99.37,0.06
2017,7,27,82.11,4.31,28.41,99.54,0.11
2017,7,28,78.41,4.2,28.72,99.61,0.04
2017,7,29,80.98,3.71,28.34,99.64,0.1
2017,7,30,81.18,4.45,28.64,99.63,0.07
2017,7,31,78.44,5.43,28.74,99.53,0.0
2017,8,1,79.54,4.92,28.57,99.57,0.0
2017,8,2,79.22,4.95,28.51,99.54,0.0
2017,8,3,80.05,6.49,28.34,99.35,0.0
2017,8,4,80.69,5.41,28.09,99.13,0.01
2017,8,5,80.11,4.31,28.47,99.26,0.02
2017,8,6,76.19,3.45,28.65,99.46,0.01
2017,8,7,76.66,3.53,28.44,99.6,0.01
2017,8,8,76.69,3.68,28.36,99.68,0.03
2017,8,9,76.75,3.83,28.74,99.61,0.14
2017,8,10,77.66,4.32,28.67,99.5,0.27
2017,8,11,77.94,5.76,28.61,99.51,0.19
2017,8,12,77.35,7.02,28.4,99.49,0.03
2017,8,13,76.35,7.66,28.24,99.55,0.02
2017,8,14,75.24,5.8,28.46,99.82,0.01
2017,8,15,75.52,5.07,28.24,99.97,0.0
2017,8,16,75.92,6.2,28.16,99.82,0.0
2017,8,17,76.09,6.34,28.14,99.57,0.0
2017,8,18,75.04,4.69,28.6,99.5,0.0
2017,8,19,71.64,3.53,29.05,99.68,0.35
2017,8,20,76.76,3.73,28.68,99.67,0.17
2017,8,21,74.73,4.4,29.5,99.43,2.49
2017,8,22,79.98,3.85,29.0,99.44,10.3
2017,8,23,82.97,3.53,28.54,99.73,15.66
2017,8,24,81.0,5.18,28.81,99.76,0.37
2017,8,25,78.76,6.05,28.75,99.56,0.01
2017,8,26,75.89,4.4,28.7,99.47,0.0
2017,8,27,75.06,3.67,28.65,99.51,0.0
2017,8,28,74.97,4.02,28.88,99.5,0.0
2017,8,29,67.33,2.75,30.99,99.34,0.02
2017,8,30,68.71,2.6,31.31,99.32,5.26
2017,8,31,81.16,3.22,29.41,99.39,31.05
2017,9,1,82.15,4.44,28.69,99.57,5.07
2017,9,2,81.07,4.78,28.44,99.68,0.26
2017,9,3,75.56,3.53,28.29,99.78,0.04
2017,9,4,73.45,3.74,28.21,100.02,0.0
2017,9,5,74.54,4.88,27.95,100.02,0.0
2017,9,6,74.53,4.53,27.87,99.93,0.0
2017,9,7,76.09,3.72,28.15,100.0,0.0
2017,9,8,75.21,3.54,28.06,100.09,0.0
2017,9,9,77.01,3.87,27.64,100.02,0.0
2017,9,10,76.25,4.04,27.74,99.99,0.0
2017,9,11,73.57,3.02,27.99,100.16,0.0
2017,9,12,78.0,3.19,27.9,100.2,0.0
2017,9,13,79.74,3.81,27.5,100.12,0.0
2017,9,14,79.74,3.17,27.19,100.06,0.0
2017,9,15,78.27,2.78,27.63,100.02,0.0
2017,9,16,77.6,2.74,28.03,99.98,0.0
2017,9,17,76.85,3.18,28.3,99.99,0.0
2017,9,18,77.72,3.37,28.0,100.0,0.0
2017,9,19,74.53,3.07,28.05,99.83,0.0
2017,9,20,72.02,2.87,28.12,99.69,0.0
2017,9,21,77.43,3.22,27.79,99.71,0.0
2017,9,22,78.2,3.47,27.3,99.87,0.0
2017,9,23,74.97,3.62,27.21,100.1,0.0
2017,9,24,75.18,3.95,27.22,100.23,0.0
2017,9,25,76.35,3.93,27.09,100.1,0.0
2017,9,26,75.26,3.32,27.27,100.12,0.0
2017,9,27,76.97,3.41,27.29,100.23,0.0
2017,9,28,75.25,3.41,27.25,100.16,0.0
2017,9,29,74.86,3.06,27.09,100.15,0.0
2017,9,30,72.83,2.56,27.36,100.34,0.0
2017,10,1,75.39,3.49,27.14,100.32,0.0
2017,10,2,74.93,3.28,27.98,100.06,0.0
2017,10,3,72.51,2.53,27.78,100.21,0.0
2017,10,4,74.69,2.89,27.46,100.38,0.0
2017,10,5,72.87,2.5,27.39,100.36,0.0
2017,10,6,64.88,2.45,28.17,100.38,0.0
2017,10,7,51.77,3.03,29.15,100.27,0.0
2017,10,8,67.78,2.63,28.46,100.05,0.0
2017,10,9,67.62,1.84,28.88,100.02,0.0
2017,10,10,56.17,2.51,29.76,100.0,0.0
2017,10,11,48.07,2.95,29.92,100.01,0.0
2017,10,12,45.12,2.28,29.81,100.07,0.0
2017,10,13,62.14,2.51,28.63,99.94,0.0
2017,10,14,72.26,2.3,28.69,99.89,0.0
2017,10,15,77.11,2.24,28.01,100.01,0.0
2017,10,16,74.04,1.78,28.62,100.07,0.0
2017,10,17,70.23,1.72,28.75,100.2,0.0
2017,10,18,70.41,2.2,28.48,100.32,0.0
2017,10,19,71.89,2.71,28.63,100.32,0.0
2017,10,20,65.66,2.77,28.51,100.26,0.0
2017,10,21,62.17,2.96,27.7,100.23,0.0
2017,10,22,65.98,5.17,27.76,100.23,0.0
2017,10,23,72.25,4.66,27.39,100.4,0.0
2017,10,24,72.89,3.53,27.45,100.64,0.0
2017,10,25,68.58,2.76,27.34,100.71,0.0
2017,10,26,73.49,2.82,26.83,100.62,0.0
2017,10,27,73.22,2.19,27.17,100.65,0.0
2017,10,28,71.19,2.15,26.77,100.75,0.0
2017,10,29,67.6,2.23,26.63,100.85,0.0
2017,10,30,53.18,2.31,27.67,100.9,0.0
2017,10,31,54.09,3.01,27.01,100.7,0.0
2017,11,1,61.32,2.64,26.34,100.78,0.0
2017,11,2,66.46,2.93,25.99,100.78,0.0
2017,11,3,68.2,2.67,25.75,100.7,0.0
2017,11,4,61.55,2.56,26.33,100.84,0.0
2017,11,5,40.92,2.1,27.59,100.84,0.0
2017,11,6,46.56,1.75,27.06,100.78,0.0
2017,11,7,60.18,2.35,26.44,100.7,0.0
2017,11,8,74.69,2.37,26.08,100.69,0.0
2017,11,9,68.97,1.82,25.91,100.64,0.0
2017,11,10,64.64,1.86,25.8,100.7,0.0
2017,11,11,58.16,2.08,26.08,100.78,0.0
2017,11,12,58.29,2.52,25.47,100.61,0.0
2017,11,13,70.92,2.95,24.61,100.36,0.01
2017,11,14,59.46,2.3,24.79,100.32,0.0
2017,11,15,37.31,2.32,23.8,100.53,0.0
2017,11,16,41.35,2.11,23.26,100.81,0.0
2017,11,17,42.96,2.13,22.76,100.94,0.0
2017,11,18,36.88,1.63,22.43,101.01,0.0
2017,11,19,32.22,2.05,22.41,101.1,0.0
2017,11,20,30.62,2.02,22.04,101.12,0.0
2017,11,21,26.96,1.82,21.99,100.97,0.0
2017,11,22,27.17,1.85,22.23,100.85,0.0
2017,11,23,37.5,1.99,21.76,100.8,0.0
2017,11,24,67.04,2.34,21.52,100.91,0.0
2017,11,25,70.99,2.44,23.3,100.92,0.0
2017,11,26,60.17,1.39,24.77,100.99,0.0
2017,11,27,48.02,1.83,23.7,100.87,0.0
2017,11,28,64.77,2.86,23.29,100.67,0.0
2017,11,29,48.08,1.79,24.0,100.79,0.0
2017,11,30,31.36,2.17,23.29,100.91,0.0
2017,12,1,32.19,1.71,23.26,100.83,0.0
2017,12,2,36.31,1.93,23.56,100.87,0.0
2017,12,3,36.34,2.81,22.89,100.88,0.0
2017,12,4,31.36,3.45,21.53,100.81,0.0
2017,12,5,23.8,5.06,19.97,100.81,0.0
2017,12,6,26.77,3.23,19.81,100.92,0.0
2017,12,7,24.1,1.79,19.77,101.01,0.0
2017,12,8,27.05,2.06,20.28,100.98,0.0
2017,12,9,43.51,2.42,21.09,100.78,0.0
2017,12,10,32.01,2.38,22.85,100.67,0.0
2017,12,11,37.2,2.83,20.83,100.84,0.0
2017,12,12,36.97,2.61,19.85,100.84,0.0
2017,12,13,46.58,1.38,20.71,100.96,0.0
2017,12,14,30.1,3.1,19.15,101.24,0.0
2017,12,15,37.77,3.36,18.1,101.43,0.0
2017,12,16,42.42,4.87,17.84,101.53,0.0
2017,12,17,37.75,5.41,18.75,101.48,0.02
2017,12,18,34.98,5.12,20.69,101.43,3.41
2017,12,19,41.39,3.35,21.23,101.42,0.28
2017,12,20,52.73,2.23,22.09,101.46,0.06
2017,12,21,50.69,1.78,22.11,101.48,0.0
2017,12,22,40.07,2.12,21.82,101.32,0.0
2017,12,23,47.22,2.57,21.04,101.04,0.0
2017,12,24,45.33,1.69,21.98,100.89,0.0
2017,12,25,36.84,2.08,22.04,101.14,0.0
2017,12,26,42.84,1.8,21.31,101.11,0.0
2017,12,27,65.2,2.38,20.97,100.95,0.0
2017,12,28,51.58,2.35,21.91,100.93,0.0
2017,12,29,39.6,2.12,21.02,101.09,0.0
2017,12,30,33.76,2.11,20.49,101.14,0.0
2017,12,31,45.03,1.66,19.91,100.98,0.0
2018,1,1,46.56,1.86,19.18,100.78,0.0
2018,1,2,49.05,2.1,19.23,100.73,0.0
2018,1,3,62.34,2.04,19.05,100.79,0.0
2018,1,4,75.91,3.22,20.32,100.76,0.0
2018,1,5,69.64,1.83,21.01,100.73,0.0
2018,1,6,58.73,1.51,20.52,100.83,0.0
2018,1,7,61.32,1.58,20.2,100.94,0.0
2018,1,8,64.87,1.72,20.28,100.96,0.0
2018,1,9,51.05,2.39,20.36,101.13,0.0
2018,1,10,38.97,3.72,20.86,101.14,0.0
2018,1,11,36.17,2.77,21.92,101.12,0.0
2018,1,12,43.57,2.09,21.94,101.0,0.0
2018,1,13,50.36,1.97,22.17,100.93,0.0
2018,1,14,48.1,2.49,21.67,100.95,0.0
2018,1,15,41.48,1.94,22.14,100.99,0.0
2018,1,16,71.4,3.47,20.49,100.72,0.0
2018,1,17,58.97,1.78,21.64,100.63,0.0
2018,1,18,36.58,2.4,20.97,100.9,0.0
2018,1,19,33.13,1.88,20.87,101.06,0.0
2018,1,20,42.94,2.19,20.15,101.03,0.0
2018,1,21,63.33,3.29,19.75,100.76,0.0
2018,1,22,59.43,4.3,20.91,100.49,0.0
2018,1,23,40.79,2.7,19.62,100.61,0.0
2018,1,24,58.32,2.2,20.25,100.75,0.0
2018,1,25,70.64,2.56,20.12,100.69,0.0
2018,1,26,61.41,1.83,20.14,100.68,0.0
2018,1,27,64.19,2.0,20.21,100.65,0.0
2018,1,28,68.14,2.09,20.59,100.73,0.0
2018,1,29,71.26,1.93,21.23,100.9,0.0
2018,1,30,69.41,2.02,21.82,101.03,0.0
2018,1,31,75.3,2.71,21.22,100.99,0.0
2018,2,1,65.91,2.23,21.58,100.89,0.0
2018,2,2,60.22,2.33,21.12,100.78,0.0
2018,2,3,36.27,2.39,20.78,100.84,0.0
2018,2,4,28.32,2.24,21.22,100.88,0.0
2018,2,5,29.14,1.88,21.81,101.02,0.0
2018,2,6,33.32,1.61,21.47,101.12,0.0
2018,2,7,42.37,2.77,20.28,100.94,0.0
2018,2,8,45.36,1.84,21.6,100.66,0.0
2018,2,9,55.59,2.57,21.24,100.61,0.0
2018,2,10,54.62,2.32,21.9,100.64,0.0
2018,2,11,61.96,2.57,21.09,100.74,0.12
2018,2,12,67.92,2.45,20.88,101.04,0.0
2018,2,13,66.35,2.1,22.08,101.38,0.0
2018,2,14,49.07,2.76,23.14,101.51,0.0
2018,2,15,45.89,2.25,22.87,101.43,0.0
2018,2,16,68.83,2.32,23.06,101.25,0.0
2018,2,17,68.77,2.27,23.69,100.8,0.0
2018,2,18,65.33,1.69,24.28,100.53,0.0
2018,2,19,73.64,1.78,23.75,100.56,0.0
2018,2,20,75.12,2.76,23.43,100.66,0.15
2018,2,21,75.24,2.83,23.13,100.56,0.41
2018,2,22,79.23,3.19,23.22,100.47,0.63
2018,2,23,78.39,3.49,22.99,100.45,0.02
2018,2,24,78.4,2.76,23.63,100.65,0.06
2018,2,25,59.25,1.86,25.69,100.88,0.04
2018,2,26,48.81,2.05,24.94,100.84,0.0
2018,2,27,57.33,2.29,24.28,100.74,0.0
2018,2,28,56.83,2.3,24.74,100.61,0.0
2018,3,1,62.48,2.5,25.17,100.52,0.0
2018,3,2,70.56,3.21,24.74,100.48,0.0
2018,3,3,63.98,3.58,24.59,100.38,0.0
2018,3,4,60.59,2.16,24.8,100.34,0.0
2018,3,5,56.88,1.85,25.23,100.62,0.0
2018,3,6,55.28,2.49,25.43,100.73,0.0
2018,3,7,48.32,2.46,25.71,100.54,0.0
2018,3,8,50.17,2.99,25.58,100.5,0.0
2018,3,9,60.3,3.59,24.49,100.63,0.0
2018,3,10,64.49,3.52,24.06,100.69,0.0
2018,3,11,66.05,3.44,24.18,100.68,0.0
2018,3,12,72.42,3.81,23.91,100.64,0.0
2018,3,13,76.25,5.2,23.8,100.51,0.0
2018,3,14,75.4,5.13,24.9,100.29,0.0
2018,3,15,67.82,4.02,25.22,100.43,0.0
2018,3,16,70.54,3.56,24.78,100.44,0.0
2018,3,17,67.41,3.22,24.53,100.5,0.0
2018,3,18,69.03,3.73,23.66,100.58,0.0
2018,3,19,72.61,3.71,24.58,100.7,0.01
2018,3,20,72.93,4.2,24.53,100.63,0.01
2018,3,21,56.73,3.75,24.61,100.49,0.0
2018,3,22,65.76,2.31,24.84,100.47,0.0
2018,3,23,68.77,3.05,24.83,100.54,0.0
2018,3,24,67.68,3.0,25.41,100.82,0.0
2018,3,25,60.59,2.96,26.67,100.9,0.0
2018,3,26,60.03,2.83,26.71,100.78,0.0
2018,3,27,70.16,3.22,26.35,100.36,0.0
2018,3,28,60.93,2.1,28.1,100.27,0.0
2018,3,29,61.57,2.16,27.55,100.37,0.0
2018,3,30,71.56,3.05,27.17,100.18,0.0
2018,3,31,76.52,4.01,26.64,100.0,0.0
2018,4,1,77.11,3.47,26.35,100.08,0.0
2018,4,2,78.16,3.85,26.36,100.23,0.0
2018,4,3,78.01,3.72,26.55,100.26,0.0
2018,4,4,75.57,3.61,26.85,100.12,0.0
2018,4,5,81.46,2.82,26.29,99.93,0.0
2018,4,6,73.37,3.21,27.3,100.0,0.0
2018,4,7,73.67,2.44,27.83,100.14,0.0
2018,4,8,71.91,1.94,28.36,100.1,0.0
2018,4,9,76.37,2.09,28.14,100.12,0.0
2018,4,10,56.67,2.88,29.77,100.09,0.05
2018,4,11,61.7,2.95,29.13,100.1,0.04
2018,4,12,58.97,3.4,29.96,100.03,0.0
2018,4,13,68.94,3.07,29.31,100.11,0.0
2018,4,14,69.85,3.37,29.01,100.11,0.0
2018,4,15,69.72,3.56,29.03,100.14,0.0
2018,4,16,66.7,3.8,28.55,100.36,0.0
2018,4,17,67.53,3.59,28.63,100.46,0.01
2018,4,18,62.14,4.24,29.62,100.42,0.0
2018,4,19,66.03,3.96,28.95,100.09,0.0
2018,4,20,49.55,4.42,28.55,100.04,0.0
2018,4,21,44.14,2.64,28.19,100.26,0.0
2018,4,22,46.92,2.24,28.43,100.4,0.0
2018,4,23,52.65,3.51,28.07,100.45,0.0
2018,4,24,63.6,4.67,27.66,100.34,0.0
2018,4,25,73.42,5.25,27.85,100.12,0.0
2018,4,26,76.93,3.91,28.31,99.98,0.0
2018,4,27,79.51,3.63,28.56,100.06,0.0
2018,4,28,77.79,3.7,29.18,100.08,0.0
2018,4,29,77.06,5.03,29.4,99.93,0.0
2018,4,30,75.92,5.49,29.41,99.81,0.0
2018,5,1,79.8,4.93,28.87,99.87,0.0
2018,5,2,75.1,3.97,29.55,99.73,0.0
2018,5,3,60.43,2.63,31.72,99.68,0.0
2018,5,4,63.29,2.62,30.61,99.88,0.0
2018,5,5,73.1,3.81,29.35,100.02,0.0
2018,5,6,76.59,4.7,28.63,100.05,0.0
2018,5,7,75.1,4.94,28.74,99.96,0.0
2018,5,8,74.74,4.99,29.37,99.94,0.0
2018,5,9,75.58,4.74,29.11,100.07,0.0
2018,5,10,77.1,4.4,28.95,100.21,0.0
2018,5,11,72.4,4.93,29.18,100.1,0.0
2018,5,12,78.3,4.66,29.12,99.96,0.0
2018,5,13,74.89,5.37,29.51,99.94,0.0
2018,5,14,73.6,4.82,29.98,99.95,0.0
2018,5,15,74.5,4.97,30.17,99.89,0.0
2018,5,16,76.18,4.58,29.94,99.78,0.1
2018,5,17,70.35,4.3,31.0,99.72,0.09
2018,5,18,69.78,4.22,30.71,99.66,0.0
2018,5,19,57.74,3.67,31.34,99.66,0.01
2018,5,20,54.06,2.14,31.73,99.75,0.02
2018,5,21,35.18,3.39,32.18,99.84,0.0
2018,5,22,33.82,3.13,32.03,99.92,0.0
2018,5,23,56.85,2.44,30.53,99.82,0.0
2018,5,24,67.29,2.86,30.94,99.7,0.0
2018,5,25,64.58,4.99,31.51,99.72,0.0
